"","Ti","Zr","Hf","Nb","Ni","Cu","Fe","Pd","Co","Mn","Cr"
"2464",31.8,5,14,0,43.2,6,0,0,0,0,0
"2465",30.8,6,14,0,43.2,6,0,0,0,0,0
"2466",35.8,0,15,0,43.2,6,0,0,0,0,0
"2467",34.8,1,15,0,43.2,6,0,0,0,0,0
"2468",33.8,2,15,0,43.2,6,0,0,0,0,0
"2469",32.8,3,15,0,43.2,6,0,0,0,0,0
"2470",31.8,4,15,0,43.2,6,0,0,0,0,0
"2471",30.8,5,15,0,43.2,6,0,0,0,0,0
"2472",34.8,0,16,0,43.2,6,0,0,0,0,0
"2473",33.8,1,16,0,43.2,6,0,0,0,0,0
"2474",32.8,2,16,0,43.2,6,0,0,0,0,0
"2475",31.8,3,16,0,43.2,6,0,0,0,0,0
"2476",30.8,4,16,0,43.2,6,0,0,0,0,0
"2477",33.8,0,17,0,43.2,6,0,0,0,0,0
"2478",32.8,1,17,0,43.2,6,0,0,0,0,0
"2479",31.8,2,17,0,43.2,6,0,0,0,0,0
"2480",30.8,3,17,0,43.2,6,0,0,0,0,0
"2481",32.8,0,18,0,43.2,6,0,0,0,0,0
"2482",31.8,1,18,0,43.2,6,0,0,0,0,0
"2483",30.8,2,18,0,43.2,6,0,0,0,0,0
"2484",31.8,0,19,0,43.2,6,0,0,0,0,0
"2485",30.8,1,19,0,43.2,6,0,0,0,0,0
"2486",30.8,0,20,0,43.2,6,0,0,0,0,0
"2487",39.7,11,0,0,43.3,6,0,0,0,0,0
"2488",38.7,12,0,0,43.3,6,0,0,0,0,0
"2489",37.7,13,0,0,43.3,6,0,0,0,0,0
"2490",36.7,14,0,0,43.3,6,0,0,0,0,0
"2491",35.7,15,0,0,43.3,6,0,0,0,0,0
"2492",34.7,16,0,0,43.3,6,0,0,0,0,0
"2493",33.7,17,0,0,43.3,6,0,0,0,0,0
"2494",32.7,18,0,0,43.3,6,0,0,0,0,0
"2495",31.7,19,0,0,43.3,6,0,0,0,0,0
"2496",30.7,20,0,0,43.3,6,0,0,0,0,0
"2497",39.7,10,1,0,43.3,6,0,0,0,0,0
"2498",38.7,11,1,0,43.3,6,0,0,0,0,0
"2499",37.7,12,1,0,43.3,6,0,0,0,0,0
"2500",36.7,13,1,0,43.3,6,0,0,0,0,0
"2501",35.7,14,1,0,43.3,6,0,0,0,0,0
"2502",34.7,15,1,0,43.3,6,0,0,0,0,0
"2503",33.7,16,1,0,43.3,6,0,0,0,0,0
"2504",32.7,17,1,0,43.3,6,0,0,0,0,0
"2505",31.7,18,1,0,43.3,6,0,0,0,0,0
"2506",30.7,19,1,0,43.3,6,0,0,0,0,0
"2507",39.7,9,2,0,43.3,6,0,0,0,0,0
"2508",38.7,10,2,0,43.3,6,0,0,0,0,0
"2509",37.7,11,2,0,43.3,6,0,0,0,0,0
"2510",36.7,12,2,0,43.3,6,0,0,0,0,0
"2511",35.7,13,2,0,43.3,6,0,0,0,0,0
"2512",34.7,14,2,0,43.3,6,0,0,0,0,0
"2513",33.7,15,2,0,43.3,6,0,0,0,0,0
"2514",32.7,16,2,0,43.3,6,0,0,0,0,0
"2515",31.7,17,2,0,43.3,6,0,0,0,0,0
"2516",30.7,18,2,0,43.3,6,0,0,0,0,0
"2517",39.7,8,3,0,43.3,6,0,0,0,0,0
"2518",38.7,9,3,0,43.3,6,0,0,0,0,0
"2519",37.7,10,3,0,43.3,6,0,0,0,0,0
"2520",36.7,11,3,0,43.3,6,0,0,0,0,0
"2521",35.7,12,3,0,43.3,6,0,0,0,0,0
"2522",34.7,13,3,0,43.3,6,0,0,0,0,0
"2523",33.7,14,3,0,43.3,6,0,0,0,0,0
"2524",32.7,15,3,0,43.3,6,0,0,0,0,0
"2525",31.7,16,3,0,43.3,6,0,0,0,0,0
"2526",30.7,17,3,0,43.3,6,0,0,0,0,0
"2527",39.7,7,4,0,43.3,6,0,0,0,0,0
"2528",38.7,8,4,0,43.3,6,0,0,0,0,0
"2529",37.7,9,4,0,43.3,6,0,0,0,0,0
"2530",36.7,10,4,0,43.3,6,0,0,0,0,0
"2531",35.7,11,4,0,43.3,6,0,0,0,0,0
"2532",34.7,12,4,0,43.3,6,0,0,0,0,0
"2533",33.7,13,4,0,43.3,6,0,0,0,0,0
"2534",32.7,14,4,0,43.3,6,0,0,0,0,0
"2535",31.7,15,4,0,43.3,6,0,0,0,0,0
"2536",30.7,16,4,0,43.3,6,0,0,0,0,0
"2537",39.7,6,5,0,43.3,6,0,0,0,0,0
"2538",38.7,7,5,0,43.3,6,0,0,0,0,0
"2539",37.7,8,5,0,43.3,6,0,0,0,0,0
"2540",36.7,9,5,0,43.3,6,0,0,0,0,0
"2541",35.7,10,5,0,43.3,6,0,0,0,0,0
"2542",34.7,11,5,0,43.3,6,0,0,0,0,0
"2543",33.7,12,5,0,43.3,6,0,0,0,0,0
"2544",32.7,13,5,0,43.3,6,0,0,0,0,0
"2545",31.7,14,5,0,43.3,6,0,0,0,0,0
"2546",30.7,15,5,0,43.3,6,0,0,0,0,0
"2547",39.7,5,6,0,43.3,6,0,0,0,0,0
"2548",38.7,6,6,0,43.3,6,0,0,0,0,0
"2549",37.7,7,6,0,43.3,6,0,0,0,0,0
"2550",36.7,8,6,0,43.3,6,0,0,0,0,0
"2551",35.7,9,6,0,43.3,6,0,0,0,0,0
"2552",34.7,10,6,0,43.3,6,0,0,0,0,0
"2553",33.7,11,6,0,43.3,6,0,0,0,0,0
"2554",32.7,12,6,0,43.3,6,0,0,0,0,0
"2555",31.7,13,6,0,43.3,6,0,0,0,0,0
"2556",30.7,14,6,0,43.3,6,0,0,0,0,0
"2557",39.7,4,7,0,43.3,6,0,0,0,0,0
"2558",38.7,5,7,0,43.3,6,0,0,0,0,0
"2559",37.7,6,7,0,43.3,6,0,0,0,0,0
"2560",36.7,7,7,0,43.3,6,0,0,0,0,0
"2561",35.7,8,7,0,43.3,6,0,0,0,0,0
"2562",34.7,9,7,0,43.3,6,0,0,0,0,0
"2563",33.7,10,7,0,43.3,6,0,0,0,0,0
"2564",32.7,11,7,0,43.3,6,0,0,0,0,0
"2565",31.7,12,7,0,43.3,6,0,0,0,0,0
"2566",30.7,13,7,0,43.3,6,0,0,0,0,0
"2567",39.7,3,8,0,43.3,6,0,0,0,0,0
"2568",38.7,4,8,0,43.3,6,0,0,0,0,0
"2569",37.7,5,8,0,43.3,6,0,0,0,0,0
"2570",36.7,6,8,0,43.3,6,0,0,0,0,0
"2571",35.7,7,8,0,43.3,6,0,0,0,0,0
"2572",34.7,8,8,0,43.3,6,0,0,0,0,0
"2573",33.7,9,8,0,43.3,6,0,0,0,0,0
"2574",32.7,10,8,0,43.3,6,0,0,0,0,0
"2575",31.7,11,8,0,43.3,6,0,0,0,0,0
"2576",30.7,12,8,0,43.3,6,0,0,0,0,0
"2577",39.7,2,9,0,43.3,6,0,0,0,0,0
"2578",38.7,3,9,0,43.3,6,0,0,0,0,0
"2579",37.7,4,9,0,43.3,6,0,0,0,0,0
"2580",36.7,5,9,0,43.3,6,0,0,0,0,0
"2581",35.7,6,9,0,43.3,6,0,0,0,0,0
"2582",34.7,7,9,0,43.3,6,0,0,0,0,0
"2583",33.7,8,9,0,43.3,6,0,0,0,0,0
"2584",32.7,9,9,0,43.3,6,0,0,0,0,0
"2585",31.7,10,9,0,43.3,6,0,0,0,0,0
"2586",30.7,11,9,0,43.3,6,0,0,0,0,0
"2587",39.7,1,10,0,43.3,6,0,0,0,0,0
"2588",38.7,2,10,0,43.3,6,0,0,0,0,0
"2589",37.7,3,10,0,43.3,6,0,0,0,0,0
"2590",36.7,4,10,0,43.3,6,0,0,0,0,0
"2591",35.7,5,10,0,43.3,6,0,0,0,0,0
"2592",34.7,6,10,0,43.3,6,0,0,0,0,0
"2593",33.7,7,10,0,43.3,6,0,0,0,0,0
"2594",32.7,8,10,0,43.3,6,0,0,0,0,0
"2595",31.7,9,10,0,43.3,6,0,0,0,0,0
"2596",30.7,10,10,0,43.3,6,0,0,0,0,0
"2597",39.7,0,11,0,43.3,6,0,0,0,0,0
"2598",38.7,1,11,0,43.3,6,0,0,0,0,0
"2599",37.7,2,11,0,43.3,6,0,0,0,0,0
"2600",36.7,3,11,0,43.3,6,0,0,0,0,0
"2601",35.7,4,11,0,43.3,6,0,0,0,0,0
"2602",34.7,5,11,0,43.3,6,0,0,0,0,0
"2603",33.7,6,11,0,43.3,6,0,0,0,0,0
"2604",32.7,7,11,0,43.3,6,0,0,0,0,0
"2605",31.7,8,11,0,43.3,6,0,0,0,0,0
"2606",30.7,9,11,0,43.3,6,0,0,0,0,0
"2607",38.7,0,12,0,43.3,6,0,0,0,0,0
"2608",37.7,1,12,0,43.3,6,0,0,0,0,0
"2609",36.7,2,12,0,43.3,6,0,0,0,0,0
"2610",35.7,3,12,0,43.3,6,0,0,0,0,0
"2611",34.7,4,12,0,43.3,6,0,0,0,0,0
"2612",33.7,5,12,0,43.3,6,0,0,0,0,0
"2613",32.7,6,12,0,43.3,6,0,0,0,0,0
"2614",31.7,7,12,0,43.3,6,0,0,0,0,0
"2615",30.7,8,12,0,43.3,6,0,0,0,0,0
"2616",37.7,0,13,0,43.3,6,0,0,0,0,0
"2617",36.7,1,13,0,43.3,6,0,0,0,0,0
"2618",35.7,2,13,0,43.3,6,0,0,0,0,0
"2619",34.7,3,13,0,43.3,6,0,0,0,0,0
"2620",33.7,4,13,0,43.3,6,0,0,0,0,0
"2621",32.7,5,13,0,43.3,6,0,0,0,0,0
"2622",31.7,6,13,0,43.3,6,0,0,0,0,0
"2623",30.7,7,13,0,43.3,6,0,0,0,0,0
"2624",36.7,0,14,0,43.3,6,0,0,0,0,0
"2625",35.7,1,14,0,43.3,6,0,0,0,0,0
"2626",34.7,2,14,0,43.3,6,0,0,0,0,0
"2627",33.7,3,14,0,43.3,6,0,0,0,0,0
"2628",32.7,4,14,0,43.3,6,0,0,0,0,0
"2629",31.7,5,14,0,43.3,6,0,0,0,0,0
"2630",30.7,6,14,0,43.3,6,0,0,0,0,0
"2631",35.7,0,15,0,43.3,6,0,0,0,0,0
"2632",34.7,1,15,0,43.3,6,0,0,0,0,0
"2633",33.7,2,15,0,43.3,6,0,0,0,0,0
"2634",32.7,3,15,0,43.3,6,0,0,0,0,0
"2635",31.7,4,15,0,43.3,6,0,0,0,0,0
"2636",30.7,5,15,0,43.3,6,0,0,0,0,0
"2637",34.7,0,16,0,43.3,6,0,0,0,0,0
"2638",33.7,1,16,0,43.3,6,0,0,0,0,0
"2639",32.7,2,16,0,43.3,6,0,0,0,0,0
"2640",31.7,3,16,0,43.3,6,0,0,0,0,0
"2641",30.7,4,16,0,43.3,6,0,0,0,0,0
"2642",33.7,0,17,0,43.3,6,0,0,0,0,0
"2643",32.7,1,17,0,43.3,6,0,0,0,0,0
"2644",31.7,2,17,0,43.3,6,0,0,0,0,0
"2645",30.7,3,17,0,43.3,6,0,0,0,0,0
"2646",32.7,0,18,0,43.3,6,0,0,0,0,0
"2647",31.7,1,18,0,43.3,6,0,0,0,0,0
"2648",30.7,2,18,0,43.3,6,0,0,0,0,0
"2649",31.7,0,19,0,43.3,6,0,0,0,0,0
"2650",30.7,1,19,0,43.3,6,0,0,0,0,0
"2651",30.7,0,20,0,43.3,6,0,0,0,0,0
"2652",39.6,11,0,0,43.4,6,0,0,0,0,0
"2653",38.6,12,0,0,43.4,6,0,0,0,0,0
"2654",37.6,13,0,0,43.4,6,0,0,0,0,0
"2655",36.6,14,0,0,43.4,6,0,0,0,0,0
"2656",35.6,15,0,0,43.4,6,0,0,0,0,0
"2657",34.6,16,0,0,43.4,6,0,0,0,0,0
"2658",33.6,17,0,0,43.4,6,0,0,0,0,0
"2659",32.6,18,0,0,43.4,6,0,0,0,0,0
"2660",31.6,19,0,0,43.4,6,0,0,0,0,0
"2661",30.6,20,0,0,43.4,6,0,0,0,0,0
"2662",39.6,10,1,0,43.4,6,0,0,0,0,0
"2663",38.6,11,1,0,43.4,6,0,0,0,0,0
"2664",37.6,12,1,0,43.4,6,0,0,0,0,0
"2665",36.6,13,1,0,43.4,6,0,0,0,0,0
"2666",35.6,14,1,0,43.4,6,0,0,0,0,0
"2667",34.6,15,1,0,43.4,6,0,0,0,0,0
"2668",33.6,16,1,0,43.4,6,0,0,0,0,0
"2669",32.6,17,1,0,43.4,6,0,0,0,0,0
"2670",31.6,18,1,0,43.4,6,0,0,0,0,0
"2671",30.6,19,1,0,43.4,6,0,0,0,0,0
"2672",39.6,9,2,0,43.4,6,0,0,0,0,0
"2673",38.6,10,2,0,43.4,6,0,0,0,0,0
"2674",37.6,11,2,0,43.4,6,0,0,0,0,0
"2675",36.6,12,2,0,43.4,6,0,0,0,0,0
"2676",35.6,13,2,0,43.4,6,0,0,0,0,0
"2677",34.6,14,2,0,43.4,6,0,0,0,0,0
"2678",33.6,15,2,0,43.4,6,0,0,0,0,0
"2679",32.6,16,2,0,43.4,6,0,0,0,0,0
"2680",31.6,17,2,0,43.4,6,0,0,0,0,0
"2681",30.6,18,2,0,43.4,6,0,0,0,0,0
"2682",39.6,8,3,0,43.4,6,0,0,0,0,0
"2683",38.6,9,3,0,43.4,6,0,0,0,0,0
"2684",37.6,10,3,0,43.4,6,0,0,0,0,0
"2685",36.6,11,3,0,43.4,6,0,0,0,0,0
"2686",35.6,12,3,0,43.4,6,0,0,0,0,0
"2687",34.6,13,3,0,43.4,6,0,0,0,0,0
"2688",33.6,14,3,0,43.4,6,0,0,0,0,0
"2689",32.6,15,3,0,43.4,6,0,0,0,0,0
"2690",31.6,16,3,0,43.4,6,0,0,0,0,0
"2691",30.6,17,3,0,43.4,6,0,0,0,0,0
"2692",39.6,7,4,0,43.4,6,0,0,0,0,0
"2693",38.6,8,4,0,43.4,6,0,0,0,0,0
"2694",37.6,9,4,0,43.4,6,0,0,0,0,0
"2695",36.6,10,4,0,43.4,6,0,0,0,0,0
"2696",35.6,11,4,0,43.4,6,0,0,0,0,0
"2697",34.6,12,4,0,43.4,6,0,0,0,0,0
"2698",33.6,13,4,0,43.4,6,0,0,0,0,0
"2699",32.6,14,4,0,43.4,6,0,0,0,0,0
"2700",31.6,15,4,0,43.4,6,0,0,0,0,0
"2701",30.6,16,4,0,43.4,6,0,0,0,0,0
"2702",39.6,6,5,0,43.4,6,0,0,0,0,0
"2703",38.6,7,5,0,43.4,6,0,0,0,0,0
"2704",37.6,8,5,0,43.4,6,0,0,0,0,0
"2705",36.6,9,5,0,43.4,6,0,0,0,0,0
"2706",35.6,10,5,0,43.4,6,0,0,0,0,0
"2707",34.6,11,5,0,43.4,6,0,0,0,0,0
"2708",33.6,12,5,0,43.4,6,0,0,0,0,0
"2709",32.6,13,5,0,43.4,6,0,0,0,0,0
"2710",31.6,14,5,0,43.4,6,0,0,0,0,0
"2711",30.6,15,5,0,43.4,6,0,0,0,0,0
"2712",39.6,5,6,0,43.4,6,0,0,0,0,0
"2713",38.6,6,6,0,43.4,6,0,0,0,0,0
"2714",37.6,7,6,0,43.4,6,0,0,0,0,0
"2715",36.6,8,6,0,43.4,6,0,0,0,0,0
"2716",35.6,9,6,0,43.4,6,0,0,0,0,0
"2717",34.6,10,6,0,43.4,6,0,0,0,0,0
"2718",33.6,11,6,0,43.4,6,0,0,0,0,0
"2719",32.6,12,6,0,43.4,6,0,0,0,0,0
"2720",31.6,13,6,0,43.4,6,0,0,0,0,0
"2721",30.6,14,6,0,43.4,6,0,0,0,0,0
"2722",39.6,4,7,0,43.4,6,0,0,0,0,0
"2723",38.6,5,7,0,43.4,6,0,0,0,0,0
"2724",37.6,6,7,0,43.4,6,0,0,0,0,0
"2725",36.6,7,7,0,43.4,6,0,0,0,0,0
"2726",35.6,8,7,0,43.4,6,0,0,0,0,0
"2727",34.6,9,7,0,43.4,6,0,0,0,0,0
"2728",33.6,10,7,0,43.4,6,0,0,0,0,0
"2729",32.6,11,7,0,43.4,6,0,0,0,0,0
"2730",31.6,12,7,0,43.4,6,0,0,0,0,0
"2731",30.6,13,7,0,43.4,6,0,0,0,0,0
"2732",39.6,3,8,0,43.4,6,0,0,0,0,0
"2733",38.6,4,8,0,43.4,6,0,0,0,0,0
"2734",37.6,5,8,0,43.4,6,0,0,0,0,0
"2735",36.6,6,8,0,43.4,6,0,0,0,0,0
"2736",35.6,7,8,0,43.4,6,0,0,0,0,0
"2737",34.6,8,8,0,43.4,6,0,0,0,0,0
"2738",33.6,9,8,0,43.4,6,0,0,0,0,0
"2739",32.6,10,8,0,43.4,6,0,0,0,0,0
"2740",31.6,11,8,0,43.4,6,0,0,0,0,0
"2741",30.6,12,8,0,43.4,6,0,0,0,0,0
"2742",39.6,2,9,0,43.4,6,0,0,0,0,0
"2743",38.6,3,9,0,43.4,6,0,0,0,0,0
"2744",37.6,4,9,0,43.4,6,0,0,0,0,0
"2745",36.6,5,9,0,43.4,6,0,0,0,0,0
"2746",35.6,6,9,0,43.4,6,0,0,0,0,0
"2747",34.6,7,9,0,43.4,6,0,0,0,0,0
"2748",33.6,8,9,0,43.4,6,0,0,0,0,0
"2749",32.6,9,9,0,43.4,6,0,0,0,0,0
"2750",31.6,10,9,0,43.4,6,0,0,0,0,0
"2751",30.6,11,9,0,43.4,6,0,0,0,0,0
"2752",39.6,1,10,0,43.4,6,0,0,0,0,0
"2753",38.6,2,10,0,43.4,6,0,0,0,0,0
"2754",37.6,3,10,0,43.4,6,0,0,0,0,0
"2755",36.6,4,10,0,43.4,6,0,0,0,0,0
"2756",35.6,5,10,0,43.4,6,0,0,0,0,0
"2757",34.6,6,10,0,43.4,6,0,0,0,0,0
"2758",33.6,7,10,0,43.4,6,0,0,0,0,0
"2759",32.6,8,10,0,43.4,6,0,0,0,0,0
"2760",31.6,9,10,0,43.4,6,0,0,0,0,0
"2761",30.6,10,10,0,43.4,6,0,0,0,0,0
"2762",39.6,0,11,0,43.4,6,0,0,0,0,0
"2763",38.6,1,11,0,43.4,6,0,0,0,0,0
"2764",37.6,2,11,0,43.4,6,0,0,0,0,0
"2765",36.6,3,11,0,43.4,6,0,0,0,0,0
"2766",35.6,4,11,0,43.4,6,0,0,0,0,0
"2767",34.6,5,11,0,43.4,6,0,0,0,0,0
"2768",33.6,6,11,0,43.4,6,0,0,0,0,0
"2769",32.6,7,11,0,43.4,6,0,0,0,0,0
"2770",31.6,8,11,0,43.4,6,0,0,0,0,0
"2771",30.6,9,11,0,43.4,6,0,0,0,0,0
"2772",38.6,0,12,0,43.4,6,0,0,0,0,0
"2773",37.6,1,12,0,43.4,6,0,0,0,0,0
"2774",36.6,2,12,0,43.4,6,0,0,0,0,0
"2775",35.6,3,12,0,43.4,6,0,0,0,0,0
"2776",34.6,4,12,0,43.4,6,0,0,0,0,0
"2777",33.6,5,12,0,43.4,6,0,0,0,0,0
"2778",32.6,6,12,0,43.4,6,0,0,0,0,0
"2779",31.6,7,12,0,43.4,6,0,0,0,0,0
"2780",30.6,8,12,0,43.4,6,0,0,0,0,0
"2781",37.6,0,13,0,43.4,6,0,0,0,0,0
"2782",36.6,1,13,0,43.4,6,0,0,0,0,0
"2783",35.6,2,13,0,43.4,6,0,0,0,0,0
"2784",34.6,3,13,0,43.4,6,0,0,0,0,0
"2785",33.6,4,13,0,43.4,6,0,0,0,0,0
"2786",32.6,5,13,0,43.4,6,0,0,0,0,0
"2787",31.6,6,13,0,43.4,6,0,0,0,0,0
"2788",30.6,7,13,0,43.4,6,0,0,0,0,0
"2789",36.6,0,14,0,43.4,6,0,0,0,0,0
"2790",35.6,1,14,0,43.4,6,0,0,0,0,0
"2791",34.6,2,14,0,43.4,6,0,0,0,0,0
"2792",33.6,3,14,0,43.4,6,0,0,0,0,0
"2793",32.6,4,14,0,43.4,6,0,0,0,0,0
"2794",31.6,5,14,0,43.4,6,0,0,0,0,0
"2795",30.6,6,14,0,43.4,6,0,0,0,0,0
"2796",35.6,0,15,0,43.4,6,0,0,0,0,0
"2797",34.6,1,15,0,43.4,6,0,0,0,0,0
"2798",33.6,2,15,0,43.4,6,0,0,0,0,0
"2799",32.6,3,15,0,43.4,6,0,0,0,0,0
"2800",31.6,4,15,0,43.4,6,0,0,0,0,0
"2801",30.6,5,15,0,43.4,6,0,0,0,0,0
"2802",34.6,0,16,0,43.4,6,0,0,0,0,0
"2803",33.6,1,16,0,43.4,6,0,0,0,0,0
"2804",32.6,2,16,0,43.4,6,0,0,0,0,0
"2805",31.6,3,16,0,43.4,6,0,0,0,0,0
"2806",30.6,4,16,0,43.4,6,0,0,0,0,0
"2807",33.6,0,17,0,43.4,6,0,0,0,0,0
"2808",32.6,1,17,0,43.4,6,0,0,0,0,0
"2809",31.6,2,17,0,43.4,6,0,0,0,0,0
"2810",30.6,3,17,0,43.4,6,0,0,0,0,0
"2811",32.6,0,18,0,43.4,6,0,0,0,0,0
"2812",31.6,1,18,0,43.4,6,0,0,0,0,0
"2813",30.6,2,18,0,43.4,6,0,0,0,0,0
"2814",31.6,0,19,0,43.4,6,0,0,0,0,0
"2815",30.6,1,19,0,43.4,6,0,0,0,0,0
"2816",30.6,0,20,0,43.4,6,0,0,0,0,0
"2817",39.5,11,0,0,43.5,6,0,0,0,0,0
"2818",38.5,12,0,0,43.5,6,0,0,0,0,0
"2819",37.5,13,0,0,43.5,6,0,0,0,0,0
"2820",36.5,14,0,0,43.5,6,0,0,0,0,0
"2821",35.5,15,0,0,43.5,6,0,0,0,0,0
"2822",34.5,16,0,0,43.5,6,0,0,0,0,0
"2823",33.5,17,0,0,43.5,6,0,0,0,0,0
"2824",32.5,18,0,0,43.5,6,0,0,0,0,0
"2825",31.5,19,0,0,43.5,6,0,0,0,0,0
"2826",30.5,20,0,0,43.5,6,0,0,0,0,0
"2827",39.5,10,1,0,43.5,6,0,0,0,0,0
"2828",38.5,11,1,0,43.5,6,0,0,0,0,0
"2829",37.5,12,1,0,43.5,6,0,0,0,0,0
"2830",36.5,13,1,0,43.5,6,0,0,0,0,0
"2831",35.5,14,1,0,43.5,6,0,0,0,0,0
"2832",34.5,15,1,0,43.5,6,0,0,0,0,0
"2833",33.5,16,1,0,43.5,6,0,0,0,0,0
"2834",32.5,17,1,0,43.5,6,0,0,0,0,0
"2835",31.5,18,1,0,43.5,6,0,0,0,0,0
"2836",30.5,19,1,0,43.5,6,0,0,0,0,0
"2837",39.5,9,2,0,43.5,6,0,0,0,0,0
"2838",38.5,10,2,0,43.5,6,0,0,0,0,0
"2839",37.5,11,2,0,43.5,6,0,0,0,0,0
"2840",36.5,12,2,0,43.5,6,0,0,0,0,0
"2841",35.5,13,2,0,43.5,6,0,0,0,0,0
"2842",34.5,14,2,0,43.5,6,0,0,0,0,0
"2843",33.5,15,2,0,43.5,6,0,0,0,0,0
"2844",32.5,16,2,0,43.5,6,0,0,0,0,0
"2845",31.5,17,2,0,43.5,6,0,0,0,0,0
"2846",30.5,18,2,0,43.5,6,0,0,0,0,0
"2847",39.5,8,3,0,43.5,6,0,0,0,0,0
"2848",38.5,9,3,0,43.5,6,0,0,0,0,0
"2849",37.5,10,3,0,43.5,6,0,0,0,0,0
"2850",36.5,11,3,0,43.5,6,0,0,0,0,0
"2851",35.5,12,3,0,43.5,6,0,0,0,0,0
"2852",34.5,13,3,0,43.5,6,0,0,0,0,0
"2853",33.5,14,3,0,43.5,6,0,0,0,0,0
"2854",32.5,15,3,0,43.5,6,0,0,0,0,0
"2855",31.5,16,3,0,43.5,6,0,0,0,0,0
"2856",30.5,17,3,0,43.5,6,0,0,0,0,0
"2857",39.5,7,4,0,43.5,6,0,0,0,0,0
"2858",38.5,8,4,0,43.5,6,0,0,0,0,0
"2859",37.5,9,4,0,43.5,6,0,0,0,0,0
"2860",36.5,10,4,0,43.5,6,0,0,0,0,0
"2861",35.5,11,4,0,43.5,6,0,0,0,0,0
"2862",34.5,12,4,0,43.5,6,0,0,0,0,0
"2863",33.5,13,4,0,43.5,6,0,0,0,0,0
"2864",32.5,14,4,0,43.5,6,0,0,0,0,0
"2865",31.5,15,4,0,43.5,6,0,0,0,0,0
"2866",30.5,16,4,0,43.5,6,0,0,0,0,0
"2867",39.5,6,5,0,43.5,6,0,0,0,0,0
"2868",38.5,7,5,0,43.5,6,0,0,0,0,0
"2869",37.5,8,5,0,43.5,6,0,0,0,0,0
"2870",36.5,9,5,0,43.5,6,0,0,0,0,0
"2871",35.5,10,5,0,43.5,6,0,0,0,0,0
"2872",34.5,11,5,0,43.5,6,0,0,0,0,0
"2873",33.5,12,5,0,43.5,6,0,0,0,0,0
"2874",32.5,13,5,0,43.5,6,0,0,0,0,0
"2875",31.5,14,5,0,43.5,6,0,0,0,0,0
"2876",30.5,15,5,0,43.5,6,0,0,0,0,0
"2877",39.5,5,6,0,43.5,6,0,0,0,0,0
"2878",38.5,6,6,0,43.5,6,0,0,0,0,0
"2879",37.5,7,6,0,43.5,6,0,0,0,0,0
"2880",36.5,8,6,0,43.5,6,0,0,0,0,0
"2881",35.5,9,6,0,43.5,6,0,0,0,0,0
"2882",34.5,10,6,0,43.5,6,0,0,0,0,0
"2883",33.5,11,6,0,43.5,6,0,0,0,0,0
"2884",32.5,12,6,0,43.5,6,0,0,0,0,0
"2885",31.5,13,6,0,43.5,6,0,0,0,0,0
"2886",30.5,14,6,0,43.5,6,0,0,0,0,0
"2887",39.5,4,7,0,43.5,6,0,0,0,0,0
"2888",38.5,5,7,0,43.5,6,0,0,0,0,0
"2889",37.5,6,7,0,43.5,6,0,0,0,0,0
"2890",36.5,7,7,0,43.5,6,0,0,0,0,0
"2891",35.5,8,7,0,43.5,6,0,0,0,0,0
"2892",34.5,9,7,0,43.5,6,0,0,0,0,0
"2893",33.5,10,7,0,43.5,6,0,0,0,0,0
"2894",32.5,11,7,0,43.5,6,0,0,0,0,0
"2895",31.5,12,7,0,43.5,6,0,0,0,0,0
"2896",30.5,13,7,0,43.5,6,0,0,0,0,0
"2897",39.5,3,8,0,43.5,6,0,0,0,0,0
"2898",38.5,4,8,0,43.5,6,0,0,0,0,0
"2899",37.5,5,8,0,43.5,6,0,0,0,0,0
"2900",36.5,6,8,0,43.5,6,0,0,0,0,0
"2901",35.5,7,8,0,43.5,6,0,0,0,0,0
"2902",34.5,8,8,0,43.5,6,0,0,0,0,0
"2903",33.5,9,8,0,43.5,6,0,0,0,0,0
"2904",32.5,10,8,0,43.5,6,0,0,0,0,0
"2905",31.5,11,8,0,43.5,6,0,0,0,0,0
"2906",30.5,12,8,0,43.5,6,0,0,0,0,0
"2907",39.5,2,9,0,43.5,6,0,0,0,0,0
"2908",38.5,3,9,0,43.5,6,0,0,0,0,0
"2909",37.5,4,9,0,43.5,6,0,0,0,0,0
"2910",36.5,5,9,0,43.5,6,0,0,0,0,0
"2911",35.5,6,9,0,43.5,6,0,0,0,0,0
"2912",34.5,7,9,0,43.5,6,0,0,0,0,0
"2913",33.5,8,9,0,43.5,6,0,0,0,0,0
"2914",32.5,9,9,0,43.5,6,0,0,0,0,0
"2915",31.5,10,9,0,43.5,6,0,0,0,0,0
"2916",30.5,11,9,0,43.5,6,0,0,0,0,0
"2917",39.5,1,10,0,43.5,6,0,0,0,0,0
"2918",38.5,2,10,0,43.5,6,0,0,0,0,0
"2919",37.5,3,10,0,43.5,6,0,0,0,0,0
"2920",36.5,4,10,0,43.5,6,0,0,0,0,0
"2921",35.5,5,10,0,43.5,6,0,0,0,0,0
"2922",34.5,6,10,0,43.5,6,0,0,0,0,0
"2923",33.5,7,10,0,43.5,6,0,0,0,0,0
"2924",32.5,8,10,0,43.5,6,0,0,0,0,0
"2925",31.5,9,10,0,43.5,6,0,0,0,0,0
"2926",30.5,10,10,0,43.5,6,0,0,0,0,0
"2927",39.5,0,11,0,43.5,6,0,0,0,0,0
"2928",38.5,1,11,0,43.5,6,0,0,0,0,0
